generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
3,44,af1d64f3,true,0,0,8,6019374,394969,4672714,0
3,45,62f1eeb9,true,0,0,8,6050155,397451,4642275,0
3,46,60edda14,true,0,0,8,6034556,396479,4657654,0
3,47,deb320b2,true,0,0,8,6026955,395113,4665184,0
4,0,574ea983,true,0,0,8,5876314,352087,4814633,0
4,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
4,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
4,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
4,4,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
4,5,425068fc,true,0,0,8,6279967,444255,4413323,0
4,6,fedc4e70,true,0,0,8,5890509,355272,4800533,0
4,7,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
4,8,1d9e548c,true,0,0,8,5901160,358555,4789958,0
4,9,65ae61d7,true,0,0,8,5894058,356711,4797008,0
4,10,e283a167,true,0,0,8,5897613,357227,4793483,0
4,11,c5f94361,true,0,0,8,5908259,360073,4782908,0
4,12,82210883,true,0,0,8,5879865,353328,4811108,0
4,13,b2071793,true,0,0,8,5904711,359797,4786433,0
4,14,40e48c40,true,0,0,8,5886969,355361,4804058,0
4,15,ca1a5485,true,0,0,8,6275537,459006,4417838,0
4,16,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
4,17,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
4,18,290f5703,true,0,0,8,6247775,440262,4445441,0
4,19,ff8d9350,true,0,0,8,6264076,453907,4429268,0
4,20,978416fc,true,0,0,8,5861485,366817,4829347,0
4,21,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
4,22,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
4,23,3cd43a50,true,0,0,8,5867005,367861,4823866,0
4,24,069a8321,true,0,0,8,6147086,444091,4545867,0
4,25,a9467974,true,0,0,8,6242450,459882,4450842,0
4,26,9925df2e,true,0,0,8,6168805,449609,4524274,0
4,27,74f5a000,true,0,0,8,6150710,445253,4542268,0
4,28,c45f07e2,true,0,0,8,6154337,446673,4538669,0
4,29,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
4,30,e115ea75,true,0,0,8,6161582,448711,4531472,0
4,31,66382ac5,true,0,0,8,6165197,448825,4527873,0
4,32,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
4,33,76c0bda2,true,0,0,8,6240673,462223,4452613,0
4,34,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
4,35,589288ed,true,0,0,8,6107559,394780,4585237,0
4,36,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
4,37,e868439b,true,0,0,8,6023164,394753,4668949,0
4,38,3dea1e65,true,0,0,8,6148929,462606,4544021,0
4,39,c1006e31,true,0,0,8,6078863,397360,4613719,0
4,40,3e8d8925,true,0,0,8,6205452,463370,4487684,0
4,41,05f5be01,true,0,0,8,6044403,395172,4647978,0
4,42,c12f4bd5,true,0,0,8,6030752,395090,4661419,0
4,43,807e875e,true,0,0,8,6177174,464452,4515816,0
4,44,af1d64f3,true,0,0,8,6019374,394969,4672714,0
4,45,62f1eeb9,true,0,0,8,6050155,397451,4642275,0
4,46,60edda14,true,0,0,8,6034556,396479,4657654,0
4,47,deb320b2,true,0,0,8,6026955,395113,4665184,0
5,0,574ea983,true,0,0,8,5876314,352087,4814633,0
5,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
5,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
5,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
5,4,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
5,5,425068fc,true,0,0,8,6279967,444255,4413323,0
5,6,fedc4e70,true,0,0,8,5890509,355272,4800533,0
5,7,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
5,8,1d9e548c,true,0,0,8,5901160,358555,4789958,0
5,9,65ae61d7,true,0,0,8,5894058,356711,4797008,0
5,10,e283a167,true,0,0,8,5897613,357227,4793483,0
5,11,c5f94361,true,0,0,8,5908259,360073,4782908,0
5,12,82210883,true,0,0,8,5879865,353328,4811108,0
5,13,b2071793,true,0,0,8,5904711,359797,4786433,0
5,14,40e48c40,true,0,0,8,5886969,355361,4804058,0
5,15,ca1a5485,true,0,0,8,6275537,459006,4417838,0
5,16,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
5,17,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
5,18,290f5703,true,0,0,8,6247775,440262,4445441,0
5,19,ff8d9350,true,0,0,8,6264076,453907,4429268,0
5,20,978416fc,true,0,0,8,5861485,366817,4829347,0
5,21,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
5,22,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
5,23,3cd43a50,true,0,0,8,5867005,367861,4823866,0
5,24,069a8321,true,0,0,8,6147086,444091,4545867,0
5,25,a9467974,true,0,0,8,6242450,459882,4450842,0
5,26,9925df2e,true,0,0,8,6168805,449609,4524274,0
5,27,74f5a000,true,0,0,8,6150710,445253,4542268,0
5,28,c45f07e2,true,0,0,8,6154337,446673,4538669,0
5,29,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
5,30,e115ea75,true,0,0,8,6161582,448711,4531472,0
5,31,66382ac5,true,0,0,8,6165197,448825,4527873,0
5,32,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
5,33,76c0bda2,true,0,0,8,6240673,462223,4452613,0
5,34,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
5,35,589288ed,true,0,0,8,6107559,394780,4585237,0
5,36,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
5,37,f0960370,true,0,0,8,6075322,394052,4617017,0
5,38,3dea1e65,true,0,0,8,6148929,462606,4544021,0
5,39,65764905,true,0,0,8,6085931,396950,4606497,0
5,40,3e8d8925,true,0,0,8,6205452,463370,4487684,0
5,41,fe0466a2,true,0,0,8,6082397,395625,4610004,0
5,42,403ca492,true,0,0,8,6078863,395209,4613510,0
